	region	iso	varidxs	intergenic_bool	homologs	has_wildtype	exact_hit	exact_loc	contig_set	in_gene_nt_1	in_gene_nt_1_loc	in_gene_nt_2	in_gene_nt_2_loc	direct_hits	direct_hits_loc
369	10	crofts_31D2	[12, 13]	False	1.0	False	True	[('crofts_31D2-c_000000000002-x', 120455, 120603, 1, 150, 99.333)]	('crofts_31D2-c_000000000002-x',)	True	[('crofts_31D2-c_000000000002-x', 119858, 120517, 572, 1231, 100.0)]			True	[('crofts_31D2-c_000000000002-x', 119858, 120517, 572, 1231, 100.0)]
370	10	crofts_11D1	[12, 13]	False	1.0	True	True	[('crofts_11D1-c_000000000002-x', 166322, 166471, 1, 150, 100.0)]	('crofts_11D1-c_000000000002-x',)	True	[('crofts_11D1-c_000000000002-x', 165838, 166593, 1, 756, 100.0)]			True	[('crofts_11D1-c_000000000002-x', 165838, 166593, 1, 756, 100.0)]
371	10	crofts_14D2	[12, 13]	False	1.0	False	True	[('crofts_14D2-c_000000000002-x', 166322, 166470, 1, 150, 99.333)]	('crofts_14D2-c_000000000002-x',)	True	[('crofts_14D2-c_000000000002-x', 166408, 167067, 572, 1231, 100.0)]			True	[('crofts_14D2-c_000000000002-x', 166408, 167067, 572, 1231, 100.0)]
372	10	crofts_8D2	[12, 13]	False	2.0	False	True	[('crofts_8D2-c_000000005884-x', 166322, 166470, 1, 150, 99.333), ('crofts_8D2-c_000000000006-x', 166322, 166470, 1, 150, 99.333)]	('crofts_8D2-c_000000005884-x', 'crofts_8D2-c_000000000006-x')	True	[('crofts_8D2-c_000000005884-x', 166408, 167067, 572, 1231, 100.0), ('crofts_8D2-c_000000000006-x', 166408, 167067, 572, 1231, 100.0)]			True	[('crofts_8D2-c_000000005884-x', 166408, 167067, 572, 1231, 100.0), ('crofts_8D2-c_000000000006-x', 166408, 167067, 572, 1231, 100.0)]
373	10	crofts_4R	[12, 13]	False	1.0	True	True	[('crofts_4R-c_000000000002-x', 120454, 120603, 1, 150, 100.0)]	('crofts_4R-c_000000000002-x',)	True	[('crofts_4R-c_000000000002-x', 120332, 121087, 1, 756, 100.0)]			True	[('crofts_4R-c_000000000002-x', 120332, 121087, 1, 756, 100.0)]
374	10	crofts_1D2	[12, 13]	False	1.0	False	True	[('crofts_1D2-c_000000000002-x', 166322, 166470, 1, 150, 99.333)]	('crofts_1D2-c_000000000002-x',)	True	[('crofts_1D2-c_000000000002-x', 166408, 167067, 572, 1231, 100.0)]			True	[('crofts_1D2-c_000000000002-x', 166408, 167067, 572, 1231, 100.0)]
375	10	crofts_8D3	[12, 13]	False	2.0	False	True	[('crofts_8D3-c_000000005427-x', 166322, 166470, 1, 150, 99.333), ('crofts_8D3-c_000000000003-x', 166322, 166470, 1, 150, 99.333)]	('crofts_8D3-c_000000000003-x', 'crofts_8D3-c_000000005427-x')	True	[('crofts_8D3-c_000000005427-x', 166408, 167067, 572, 1231, 100.0), ('crofts_8D3-c_000000000003-x', 166408, 167067, 572, 1231, 100.0)]			True	[('crofts_8D3-c_000000005427-x', 166408, 167067, 572, 1231, 100.0), ('crofts_8D3-c_000000000003-x', 166408, 167067, 572, 1231, 100.0)]
376	10	crofts_14D3	[12, 13]	False	1.0	False	True	[('crofts_14D3-c_000000000002-x', 166322, 166470, 1, 150, 99.333)]	('crofts_14D3-c_000000000002-x',)	True	[('crofts_14D3-c_000000000002-x', 166408, 167067, 572, 1231, 100.0)]			True	[('crofts_14D3-c_000000000002-x', 166408, 167067, 572, 1231, 100.0)]
377	10	crofts_24D2	[12, 13]	False	2.0	False	True	[('crofts_24D2-c_000000000167-x', 166948, 167096, 1, 150, 99.333), ('crofts_24D2-c_000000000002-x', 166322, 166470, 1, 150, 99.333)]	('crofts_24D2-c_000000000167-x', 'crofts_24D2-c_000000000002-x')	True	[('crofts_24D2-c_000000000167-x', 167034, 167693, 572, 1231, 100.0), ('crofts_24D2-c_000000000002-x', 166408, 167067, 572, 1231, 100.0)]			True	[('crofts_24D2-c_000000000167-x', 167034, 167693, 572, 1231, 100.0), ('crofts_24D2-c_000000000002-x', 166408, 167067, 572, 1231, 100.0)]
378	10	crofts_16D1	[12, 13]	False	1.0	False	True	[('crofts_16D1-c_000000000002-x', 166322, 166470, 1, 150, 99.333)]	('crofts_16D1-c_000000000002-x',)	True	[('crofts_16D1-c_000000000002-x', 166408, 167067, 572, 1231, 100.0)]			True	[('crofts_16D1-c_000000000002-x', 166408, 167067, 572, 1231, 100.0)]
379	10	crofts_9R	[12, 13]	False	1.0	False	True	[('crofts_9R-c_000000000002-x', 120453, 120601, 1, 150, 99.333)]	('crofts_9R-c_000000000002-x',)	True	[('crofts_9R-c_000000000002-x', 119856, 120515, 572, 1231, 100.0)]			True	[('crofts_9R-c_000000000002-x', 119856, 120515, 572, 1231, 100.0)]
380	10	crofts_innoc	[12, 13]	False	1.0	True	True	[('crofts_innoc-c_000000000002-x', 166322, 166471, 1, 150, 100.0)]	('crofts_innoc-c_000000000002-x',)	True	[('crofts_innoc-c_000000000002-x', 165838, 166593, 1, 756, 100.0)]			True	[('crofts_innoc-c_000000000002-x', 165838, 166593, 1, 756, 100.0)]
381	10	crofts_16D0	[12, 13]	False	1.0	True	True	[('crofts_16D0-c_000000000002-x', 166322, 166471, 1, 150, 100.0)]	('crofts_16D0-c_000000000002-x',)	True	[('crofts_16D0-c_000000000002-x', 165838, 166593, 1, 756, 100.0)]			True	[('crofts_16D0-c_000000000002-x', 165838, 166593, 1, 756, 100.0)]
382	10	crofts_8R2	[12, 13]	False	1.0	False	True	[('crofts_8R2-c_000000000002-x', 120455, 120602, 1, 150, 98.667)]	('crofts_8R2-c_000000000002-x',)	True	[('crofts_8R2-c_000000000002-x', 119858, 120517, 572, 1231, 100.0)]			True	[('crofts_8R2-c_000000000002-x', 119858, 120517, 572, 1231, 100.0)]
383	10	crofts_32D2	[12, 13]	False	2.0	False	True	[('crofts_32D2-c_000000005323-x', 125890, 126038, 1, 150, 99.333), ('crofts_32D2-c_000000000002-x', 120455, 120603, 1, 150, 99.333)]	('crofts_32D2-c_000000000002-x', 'crofts_32D2-c_000000005323-x')	True	[('crofts_32D2-c_000000005323-x', 125293, 125952, 572, 1231, 100.0), ('crofts_32D2-c_000000000002-x', 119858, 120517, 572, 1231, 100.0)]			True	[('crofts_32D2-c_000000005323-x', 125293, 125952, 572, 1231, 100.0), ('crofts_32D2-c_000000000002-x', 119858, 120517, 572, 1231, 100.0)]
384	10	pCAMPY47	[12, 13]	False			False			False				False	
385	10	pCAMPY22	[12, 13]	False			False			False				False	
386	10	pCAMPY86	[12, 13]	False			False			False				False	
387	10	CAMPY87_S44	[12, 13]	False			False			False				False	
388	10	CAMPY41_S20	[12, 13]	False			False			False				False	
389	10	CAMPY4_spr11	[12, 13]	False			False			False				False	
390	10	CAMPY12_S6	[12, 13]	False	0.0	False	True	[('CAMPY12_S6-c_000000000523-x', 124, 271, 1, 150, 98.667)]	()	False				False	
391	10	CAMPY82_spr11	[12, 13]	False	1.0	False	True	[('CAMPY82_spr11-c_000000000109-x', 4347, 4495, 1, 150, 99.333)]	('CAMPY82_spr11-c_000000000109-x',)	True	[('CAMPY82_spr11-c_000000000109-x', 3863, 4432, 1, 570, 95.789)]			True	[('CAMPY82_spr11-c_000000000109-x', 3863, 4432, 1, 570, 95.789)]
392	10	CAMPY10	[12, 13]	False			False			False				False	
393	10	pCAMPY80	[12, 13]	False			False			False				False	
394	10	CAMPY28	[12, 13]	False	1.0	False	True	[('CAMPY28-c_000000000004-x', 76530, 76674, 1, 150, 96.0)]	('CAMPY28-c_000000000004-x',)	True	[('CAMPY28-c_000000000004-x', 76046, 76609, 1, 564, 95.745)]			True	[('CAMPY28-c_000000000004-x', 76046, 76609, 1, 564, 95.745)]
395	10	CAMPY15_S7	[12, 13]	False			False			False				False	
396	11	CG8421	[14]	False	1.0	True	True	[('CG8421-NZ_CP005388-x', 620393, 620542, 1, 150, 100.0)]	('CG8421-NZ_CP005388-x',)	True	[('CG8421-NZ_CP005388-x', 619673, 620743, 1071, 1, 100.0)]			True	[('CG8421-NZ_CP005388-x', 619673, 620743, 1071, 1, 100.0)]
397	11	CG8421_sim	[14]	False	1.0	True	True	[('CG8421_sim-c_000000000002-x', 221108, 221257, 1, 150, 100.0)]	('CG8421_sim-c_000000000002-x',)	True	[('CG8421_sim-c_000000000002-x', 220388, 221458, 1071, 1, 100.0)]			True	[('CG8421_sim-c_000000000002-x', 220388, 221458, 1071, 1, 100.0)]
398	11	crofts_31R	[14]	False	1.0	True	True	[('crofts_31R-c_000000000002-x', 65738, 65887, 1, 150, 100.0)]	('crofts_31R-c_000000000002-x',)	True	[('crofts_31R-c_000000000002-x', 65537, 66607, 1071, 1, 100.0)]			True	[('crofts_31R-c_000000000002-x', 65537, 66607, 1071, 1, 100.0)]
399	11	crofts_21D1	[14]	False	1.0	True	True	[('crofts_21D1-c_000000000002-x', 65738, 65887, 1, 150, 100.0)]	('crofts_21D1-c_000000000002-x',)	True	[('crofts_21D1-c_000000000002-x', 65537, 66607, 1071, 1, 100.0)]			True	[('crofts_21D1-c_000000000002-x', 65537, 66607, 1071, 1, 100.0)]
400	11	crofts_33D1	[14]	False	1.0	True	True	[('crofts_33D1-c_000000000002-x', 221037, 221186, 1, 150, 100.0)]	('crofts_33D1-c_000000000002-x',)	True	[('crofts_33D1-c_000000000002-x', 220317, 221387, 1071, 1, 100.0)]			True	[('crofts_33D1-c_000000000002-x', 220317, 221387, 1071, 1, 100.0)]
401	11	crofts_1R	[14]	False	1.0	False	True	[('crofts_1R-c_000000000002-x', 65738, 65886, 1, 150, 99.333)]	('crofts_1R-c_000000000002-x',)	True	[('crofts_1R-c_000000000002-x', 64548, 65597, 1011, 2060, 100.0)]			True	[('crofts_1R-c_000000000002-x', 64548, 65597, 1011, 2060, 100.0)]
402	11	crofts_8R1	[14]	False	1.0	True	True	[('crofts_8R1-c_000000000002-x', 65738, 65887, 1, 150, 100.0)]	('crofts_8R1-c_000000000002-x',)	True	[('crofts_8R1-c_000000000002-x', 65537, 66607, 1071, 1, 100.0)]			True	[('crofts_8R1-c_000000000002-x', 65537, 66607, 1071, 1, 100.0)]
403	11	crofts_9D2	[14]	False	1.0	True	True	[('crofts_9D2-c_000000000002-x', 65739, 65888, 1, 150, 100.0)]	('crofts_9D2-c_000000000002-x',)	True	[('crofts_9D2-c_000000000002-x', 65538, 66608, 1071, 1, 100.0)]			True	[('crofts_9D2-c_000000000002-x', 65538, 66608, 1071, 1, 100.0)]
404	11	crofts_4D1	[14]	False	2.0	True	True	[('crofts_4D1-c_000000000178-x', 65738, 65887, 1, 150, 100.0), ('crofts_4D1-c_000000000002-x', 65738, 65887, 1, 150, 100.0)]	('crofts_4D1-c_000000000178-x', 'crofts_4D1-c_000000000002-x')	True	[('crofts_4D1-c_000000000178-x', 65537, 66607, 1071, 1, 100.0), ('crofts_4D1-c_000000000002-x', 65537, 66607, 1071, 1, 100.0)]			True	[('crofts_4D1-c_000000000178-x', 65537, 66607, 1071, 1, 100.0), ('crofts_4D1-c_000000000002-x', 65537, 66607, 1071, 1, 100.0)]
405	11	crofts_31D2	[14]	False	1.0	True	True	[('crofts_31D2-c_000000000002-x', 65739, 65888, 1, 150, 100.0)]	('crofts_31D2-c_000000000002-x',)	True	[('crofts_31D2-c_000000000002-x', 65538, 66608, 1071, 1, 100.0)]			True	[('crofts_31D2-c_000000000002-x', 65538, 66608, 1071, 1, 100.0)]
406	11	crofts_11D1	[14]	False	1.0	True	True	[('crofts_11D1-c_000000000002-x', 221038, 221187, 1, 150, 100.0)]	('crofts_11D1-c_000000000002-x',)	True	[('crofts_11D1-c_000000000002-x', 220318, 221388, 1071, 1, 100.0)]			True	[('crofts_11D1-c_000000000002-x', 220318, 221388, 1071, 1, 100.0)]
407	11	crofts_14D2	[14]	False	1.0	True	True	[('crofts_14D2-c_000000000002-x', 221037, 221186, 1, 150, 100.0)]	('crofts_14D2-c_000000000002-x',)	True	[('crofts_14D2-c_000000000002-x', 220317, 221387, 1071, 1, 100.0)]			True	[('crofts_14D2-c_000000000002-x', 220317, 221387, 1071, 1, 100.0)]
408	11	crofts_8D2	[14]	False	2.0	True	True	[('crofts_8D2-c_000000005884-x', 221037, 221186, 1, 150, 100.0), ('crofts_8D2-c_000000000006-x', 221037, 221186, 1, 150, 100.0)]	('crofts_8D2-c_000000005884-x', 'crofts_8D2-c_000000000006-x')	True	[('crofts_8D2-c_000000005884-x', 220317, 221387, 1071, 1, 100.0), ('crofts_8D2-c_000000000006-x', 220317, 221387, 1071, 1, 100.0)]			True	[('crofts_8D2-c_000000005884-x', 220317, 221387, 1071, 1, 100.0), ('crofts_8D2-c_000000000006-x', 220317, 221387, 1071, 1, 100.0)]
409	11	crofts_4R	[14]	False	1.0	True	True	[('crofts_4R-c_000000000002-x', 65738, 65887, 1, 150, 100.0)]	('crofts_4R-c_000000000002-x',)	True	[('crofts_4R-c_000000000002-x', 65537, 66607, 1071, 1, 100.0)]			True	[('crofts_4R-c_000000000002-x', 65537, 66607, 1071, 1, 100.0)]
410	11	crofts_1D2	[14]	False	1.0	True	True	[('crofts_1D2-c_000000000002-x', 221037, 221186, 1, 150, 100.0)]	('crofts_1D2-c_000000000002-x',)	True	[('crofts_1D2-c_000000000002-x', 220317, 221387, 1071, 1, 100.0)]			True	[('crofts_1D2-c_000000000002-x', 220317, 221387, 1071, 1, 100.0)]
411	11	crofts_8D3	[14]	False	2.0	True	True	[('crofts_8D3-c_000000005427-x', 221037, 221186, 1, 150, 100.0), ('crofts_8D3-c_000000000003-x', 221037, 221186, 1, 150, 100.0)]	('crofts_8D3-c_000000000003-x', 'crofts_8D3-c_000000005427-x')	True	[('crofts_8D3-c_000000005427-x', 220317, 221387, 1071, 1, 100.0), ('crofts_8D3-c_000000000003-x', 220317, 221387, 1071, 1, 100.0)]			True	[('crofts_8D3-c_000000005427-x', 220317, 221387, 1071, 1, 100.0), ('crofts_8D3-c_000000000003-x', 220317, 221387, 1071, 1, 100.0)]
412	11	crofts_14D3	[14]	False	1.0	True	True	[('crofts_14D3-c_000000000002-x', 221037, 221186, 1, 150, 100.0)]	('crofts_14D3-c_000000000002-x',)	True	[('crofts_14D3-c_000000000002-x', 220317, 221387, 1071, 1, 100.0)]			True	[('crofts_14D3-c_000000000002-x', 220317, 221387, 1071, 1, 100.0)]
413	11	crofts_24D2	[14]	False	2.0	True	True	[('crofts_24D2-c_000000000167-x', 221663, 221812, 1, 150, 100.0), ('crofts_24D2-c_000000000002-x', 221037, 221186, 1, 150, 100.0)]	('crofts_24D2-c_000000000167-x', 'crofts_24D2-c_000000000002-x')	True	[('crofts_24D2-c_000000000167-x', 220943, 222013, 1071, 1, 100.0), ('crofts_24D2-c_000000000002-x', 220317, 221387, 1071, 1, 100.0)]			True	[('crofts_24D2-c_000000000167-x', 220943, 222013, 1071, 1, 100.0), ('crofts_24D2-c_000000000002-x', 220317, 221387, 1071, 1, 100.0)]
414	11	crofts_16D1	[14]	False	1.0	True	True	[('crofts_16D1-c_000000000002-x', 221037, 221186, 1, 150, 100.0)]	('crofts_16D1-c_000000000002-x',)	True	[('crofts_16D1-c_000000000002-x', 220317, 221387, 1071, 1, 100.0)]			True	[('crofts_16D1-c_000000000002-x', 220317, 221387, 1071, 1, 100.0)]
415	11	crofts_9R	[14]	False	1.0	False	True	[('crofts_9R-c_000000000002-x', 65738, 65886, 1, 150, 99.333)]	('crofts_9R-c_000000000002-x',)	True	[('crofts_9R-c_000000000002-x', 64548, 65597, 1011, 2060, 100.0)]			True	[('crofts_9R-c_000000000002-x', 64548, 65597, 1011, 2060, 100.0)]
416	11	crofts_innoc	[14]	False	1.0	True	True	[('crofts_innoc-c_000000000002-x', 221038, 221187, 1, 150, 100.0)]	('crofts_innoc-c_000000000002-x',)	True	[('crofts_innoc-c_000000000002-x', 220318, 221388, 1071, 1, 100.0)]			True	[('crofts_innoc-c_000000000002-x', 220318, 221388, 1071, 1, 100.0)]
417	11	crofts_16D0	[14]	False	1.0	True	True	[('crofts_16D0-c_000000000002-x', 221038, 221187, 1, 150, 100.0)]	('crofts_16D0-c_000000000002-x',)	True	[('crofts_16D0-c_000000000002-x', 220318, 221388, 1071, 1, 100.0)]			True	[('crofts_16D0-c_000000000002-x', 220318, 221388, 1071, 1, 100.0)]
418	11	crofts_8R2	[14]	False	1.0	True	True	[('crofts_8R2-c_000000000002-x', 65739, 65888, 1, 150, 100.0)]	('crofts_8R2-c_000000000002-x',)	True	[('crofts_8R2-c_000000000002-x', 65538, 66608, 1071, 1, 100.0)]			True	[('crofts_8R2-c_000000000002-x', 65538, 66608, 1071, 1, 100.0)]
419	11	crofts_32D2	[14]	False	2.0	True	True	[('crofts_32D2-c_000000005323-x', 71174, 71323, 1, 150, 100.0), ('crofts_32D2-c_000000000002-x', 65739, 65888, 1, 150, 100.0)]	('crofts_32D2-c_000000000002-x', 'crofts_32D2-c_000000005323-x')	True	[('crofts_32D2-c_000000005323-x', 70973, 72043, 1071, 1, 100.0), ('crofts_32D2-c_000000000002-x', 65538, 66608, 1071, 1, 100.0)]			True	[('crofts_32D2-c_000000005323-x', 70973, 72043, 1071, 1, 100.0), ('crofts_32D2-c_000000000002-x', 65538, 66608, 1071, 1, 100.0)]
420	11	pCAMPY47	[14]	False	0.0	False	True	[('pCAMPY47-c_000000000014-x', 2366, 2514, 1, 150, 98.0)]	()	False				False	
421	11	pCAMPY22	[14]	False	0.0	False	True	[('pCAMPY22-c_000000000139-x', 540, 688, 1, 150, 99.333)]	()	False				False	
422	11	pCAMPY86	[14]	False	0.0	False	True	[('pCAMPY86-c_000000000488-x', 531, 676, 1, 150, 96.667)]	()	False				False	
423	11	CAMPY87_S44	[14]	False	1.0	False	True	[('CAMPY87_S44-c_000000000097-x', 2793, 2941, 1, 150, 99.333)]	('CAMPY87_S44-c_000000000097-x',)	True	[('CAMPY87_S44-c_000000000097-x', 3082, 4131, 1011, 2060, 99.429)]			True	[('CAMPY87_S44-c_000000000097-x', 3082, 4131, 1011, 2060, 99.429)]
424	11	CAMPY41_S20	[14]	False	0.0	False	True	[('CAMPY41_S20-c_000000000026-x', 11832, 11980, 1, 150, 98.0)]	()	False				False	
425	11	CAMPY4_spr11	[14]	False	1.0	False	True	[('CAMPY4_spr11-c_000000000008-x', 8596, 8745, 1, 150, 99.333)]	('CAMPY4_spr11-c_000000000008-x',)	True	[('CAMPY4_spr11-c_000000000008-x', 8395, 9465, 1071, 1, 97.479)]			True	[('CAMPY4_spr11-c_000000000008-x', 8395, 9465, 1071, 1, 97.479)]
426	11	CAMPY12_S6	[14]	False	0.0	False	True	[('CAMPY12_S6-c_000000000069-x', 1442, 1587, 1, 150, 96.667)]	()	False				False	
427	11	CAMPY82_spr11	[14]	False	1.0	True	True	[('CAMPY82_spr11-c_000000000099-x', 2893, 3042, 1, 150, 100.0)]	('CAMPY82_spr11-c_000000000099-x',)	True	[('CAMPY82_spr11-c_000000000099-x', 1703, 2752, 1011, 2060, 99.429)]			True	[('CAMPY82_spr11-c_000000000099-x', 1703, 2752, 1011, 2060, 99.429)]
428	11	CAMPY10	[14]	False			False			False				False	
429	11	pCAMPY80	[14]	False	0.0	False	True	[('pCAMPY80-c_000000000111-x', 2800, 2948, 1, 150, 99.333)]	()	False				False	
430	11	CAMPY28	[14]	False			False			False				False	
431	11	CAMPY15_S7	[14]	False	1.0	False	True	[('CAMPY15_S7-c_000000000070-x', 2772, 2921, 1, 150, 99.333)]	('CAMPY15_S7-c_000000000070-x',)	True	[('CAMPY15_S7-c_000000000070-x', 2571, 3641, 1071, 1, 97.479)]			True	[('CAMPY15_S7-c_000000000070-x', 2571, 3641, 1071, 1, 97.479)]
432	12	CG8421	[15]	False	1.0	True	True	[('CG8421-NZ_CP005388-x', 629611, 629760, 1, 150, 100.0)]	('CG8421-NZ_CP005388-x',)	True	[('CG8421-NZ_CP005388-x', 629136, 630530, 1, 1395, 100.0)]			True	[('CG8421-NZ_CP005388-x', 629136, 630530, 1, 1395, 100.0)]
433	12	CG8421_sim	[15]	False	1.0	True	True	[('CG8421_sim-c_000000000002-x', 230326, 230475, 1, 150, 100.0)]	('CG8421_sim-c_000000000002-x',)	True	[('CG8421_sim-c_000000000002-x', 229851, 231245, 1, 1395, 100.0)]			True	[('CG8421_sim-c_000000000002-x', 229851, 231245, 1, 1395, 100.0)]
434	12	crofts_31R	[15]	False	1.0	True	True	[('crofts_31R-c_000000000002-x', 56520, 56669, 1, 150, 100.0)]	('crofts_31R-c_000000000002-x',)	True	[('crofts_31R-c_000000000002-x', 55750, 57144, 1, 1395, 100.0)]			True	[('crofts_31R-c_000000000002-x', 55750, 57144, 1, 1395, 100.0)]
435	12	crofts_21D1	[15]	False	1.0	True	True	[('crofts_21D1-c_000000000002-x', 56520, 56669, 1, 150, 100.0)]	('crofts_21D1-c_000000000002-x',)	True	[('crofts_21D1-c_000000000002-x', 55750, 57144, 1, 1395, 100.0)]			True	[('crofts_21D1-c_000000000002-x', 55750, 57144, 1, 1395, 100.0)]
436	12	crofts_33D1	[15]	False	1.0	False	True	[('crofts_33D1-c_000000000002-x', 230255, 230405, 1, 150, 99.338)]	('crofts_33D1-c_000000000002-x',)	True	[('crofts_33D1-c_000000000002-x', 230333, 231175, 1, 843, 100.0)]			True	[('crofts_33D1-c_000000000002-x', 230333, 231175, 1, 843, 100.0)]
437	12	crofts_1R	[15]	False	1.0	True	True	[('crofts_1R-c_000000000002-x', 56520, 56669, 1, 150, 100.0)]	('crofts_1R-c_000000000002-x',)	True	[('crofts_1R-c_000000000002-x', 55750, 57144, 1, 1395, 100.0)]			True	[('crofts_1R-c_000000000002-x', 55750, 57144, 1, 1395, 100.0)]
438	12	crofts_8R1	[15]	False	1.0	True	True	[('crofts_8R1-c_000000000002-x', 56520, 56669, 1, 150, 100.0)]	('crofts_8R1-c_000000000002-x',)	True	[('crofts_8R1-c_000000000002-x', 55750, 57144, 1, 1395, 100.0)]			True	[('crofts_8R1-c_000000000002-x', 55750, 57144, 1, 1395, 100.0)]
439	12	crofts_9D2	[15]	False	1.0	False	True	[('crofts_9D2-c_000000000002-x', 56520, 56670, 1, 150, 99.338)]	('crofts_9D2-c_000000000002-x',)	True	[('crofts_9D2-c_000000000002-x', 55750, 56592, 1, 843, 100.0)]			True	[('crofts_9D2-c_000000000002-x', 55750, 56592, 1, 843, 100.0)]
440	12	crofts_4D1	[15]	False	2.0	True	True	[('crofts_4D1-c_000000000178-x', 56520, 56669, 1, 150, 100.0), ('crofts_4D1-c_000000000002-x', 56520, 56669, 1, 150, 100.0)]	('crofts_4D1-c_000000000178-x', 'crofts_4D1-c_000000000002-x')	True	[('crofts_4D1-c_000000000178-x', 55750, 57144, 1, 1395, 100.0), ('crofts_4D1-c_000000000002-x', 55750, 57144, 1, 1395, 100.0)]			True	[('crofts_4D1-c_000000000178-x', 55750, 57144, 1, 1395, 100.0), ('crofts_4D1-c_000000000002-x', 55750, 57144, 1, 1395, 100.0)]
441	12	crofts_31D2	[15]	False	1.0	False	True	[('crofts_31D2-c_000000000002-x', 56520, 56670, 1, 150, 99.338)]	('crofts_31D2-c_000000000002-x',)	True	[('crofts_31D2-c_000000000002-x', 55750, 56592, 1, 843, 100.0)]			True	[('crofts_31D2-c_000000000002-x', 55750, 56592, 1, 843, 100.0)]
442	12	crofts_11D1	[15]	False	1.0	False	True	[('crofts_11D1-c_000000000002-x', 230256, 230406, 1, 150, 99.338)]	('crofts_11D1-c_000000000002-x',)	True	[('crofts_11D1-c_000000000002-x', 230334, 231176, 1, 843, 100.0)]			True	[('crofts_11D1-c_000000000002-x', 230334, 231176, 1, 843, 100.0)]
443	12	crofts_14D2	[15]	False	1.0	False	True	[('crofts_14D2-c_000000000002-x', 230255, 230405, 1, 150, 99.338)]	('crofts_14D2-c_000000000002-x',)	True	[('crofts_14D2-c_000000000002-x', 230333, 231175, 1, 843, 100.0)]			True	[('crofts_14D2-c_000000000002-x', 230333, 231175, 1, 843, 100.0)]
444	12	crofts_8D2	[15]	False	2.0	False	True	[('crofts_8D2-c_000000005884-x', 230255, 230405, 1, 150, 99.338), ('crofts_8D2-c_000000000006-x', 230255, 230405, 1, 150, 99.338)]	('crofts_8D2-c_000000005884-x', 'crofts_8D2-c_000000000006-x')	True	[('crofts_8D2-c_000000005884-x', 230333, 231175, 1, 843, 100.0), ('crofts_8D2-c_000000000006-x', 230333, 231175, 1, 843, 100.0)]			True	[('crofts_8D2-c_000000005884-x', 230333, 231175, 1, 843, 100.0), ('crofts_8D2-c_000000000006-x', 230333, 231175, 1, 843, 100.0)]
445	12	crofts_4R	[15]	False	1.0	True	True	[('crofts_4R-c_000000000002-x', 56520, 56669, 1, 150, 100.0)]	('crofts_4R-c_000000000002-x',)	True	[('crofts_4R-c_000000000002-x', 55750, 57144, 1, 1395, 100.0)]			True	[('crofts_4R-c_000000000002-x', 55750, 57144, 1, 1395, 100.0)]
446	12	crofts_1D2	[15]	False	1.0	False	True	[('crofts_1D2-c_000000000002-x', 230255, 230405, 1, 150, 99.338)]	('crofts_1D2-c_000000000002-x',)	True	[('crofts_1D2-c_000000000002-x', 230333, 231175, 1, 843, 100.0)]			True	[('crofts_1D2-c_000000000002-x', 230333, 231175, 1, 843, 100.0)]
447	12	crofts_8D3	[15]	False	2.0	False	True	[('crofts_8D3-c_000000005427-x', 230255, 230405, 1, 150, 99.338), ('crofts_8D3-c_000000000003-x', 230255, 230405, 1, 150, 99.338)]	('crofts_8D3-c_000000000003-x', 'crofts_8D3-c_000000005427-x')	True	[('crofts_8D3-c_000000005427-x', 230333, 231175, 1, 843, 100.0), ('crofts_8D3-c_000000000003-x', 230333, 231175, 1, 843, 100.0)]			True	[('crofts_8D3-c_000000005427-x', 230333, 231175, 1, 843, 100.0), ('crofts_8D3-c_000000000003-x', 230333, 231175, 1, 843, 100.0)]
448	12	crofts_14D3	[15]	False	1.0	False	True	[('crofts_14D3-c_000000000002-x', 230255, 230405, 1, 150, 99.338)]	('crofts_14D3-c_000000000002-x',)	True	[('crofts_14D3-c_000000000002-x', 230333, 231175, 1, 843, 100.0)]			True	[('crofts_14D3-c_000000000002-x', 230333, 231175, 1, 843, 100.0)]
449	12	crofts_24D2	[15]	False	2.0	False	True	[('crofts_24D2-c_000000000167-x', 230881, 231031, 1, 150, 99.338), ('crofts_24D2-c_000000000002-x', 230255, 230405, 1, 150, 99.338)]	('crofts_24D2-c_000000000167-x', 'crofts_24D2-c_000000000002-x')	True	[('crofts_24D2-c_000000000167-x', 230959, 231801, 1, 843, 100.0), ('crofts_24D2-c_000000000002-x', 230333, 231175, 1, 843, 100.0)]			True	[('crofts_24D2-c_000000000167-x', 230959, 231801, 1, 843, 100.0), ('crofts_24D2-c_000000000002-x', 230333, 231175, 1, 843, 100.0)]
450	12	crofts_16D1	[15]	False	1.0	False	True	[('crofts_16D1-c_000000000002-x', 230255, 230405, 1, 150, 99.338)]	('crofts_16D1-c_000000000002-x',)	True	[('crofts_16D1-c_000000000002-x', 230333, 231175, 1, 843, 100.0)]			True	[('crofts_16D1-c_000000000002-x', 230333, 231175, 1, 843, 100.0)]
451	12	crofts_9R	[15]	False	1.0	True	True	[('crofts_9R-c_000000000002-x', 56520, 56669, 1, 150, 100.0)]	('crofts_9R-c_000000000002-x',)	True	[('crofts_9R-c_000000000002-x', 55750, 57144, 1, 1395, 100.0)]			True	[('crofts_9R-c_000000000002-x', 55750, 57144, 1, 1395, 100.0)]
