	region	iso	varidxs	intergenic_bool	homologs	has_wildtype	exact_hit	exact_loc	contig_set	in_gene_nt_1	in_gene_nt_1_loc	in_gene_nt_2	in_gene_nt_2_loc	adj1_nt	adj2_nt	adj1_nt_loc	adj2_nt_loc	in_gene_p_1	in_gene_p_1_loc	in_gene_p_2	in_gene_p_2_loc	adj1_p	adj2_p	adj1_p_loc	adj2_p_loc	gene_no_prot	prot_no_gene
188	6	crofts_31D2	[8]	False	1.0	True	True	[['crofts_31D2-c_000000000005-x', 93734, 93883, 1, 150, 100.0]]	('crofts_31D2-c_000000000005-x',)	True	[['crofts_31D2-c_000000000005-x', 94305, 93673, 1, 633, 100.0]]			True	True	[['crofts_31D2-c_000000000005-x', 93579, 92476, 1, 1104, 100.0]]	[['crofts_31D2-c_000000000005-x', 95668, 94292, 1, 1377, 100.0]]	True	[['crofts_31D2-c_000000000005-x', 94305, 93673, 1, 633, 100.0]]			True	True	[['crofts_31D2-c_000000000005-x', 93579, 92476, 1, 1104, 100.0]]	[['crofts_31D2-c_000000000005-x', 95668, 94292, 1, 1377, 100.0]]	0	0
189	7	pCAMPY86	[9]	False			False			False	[]			True	True	[['pCAMPY86-c_000000000392-x', 1, 1080, 25, 1104, 99.352]]	[['pCAMPY86-c_000000000837-x', 1, 1097, 281, 1377, 100.0]]	False	[]			True	True	[['pCAMPY86-c_000000000392-x', 1, 1080, 25, 1104, 99.352]]	[['pCAMPY86-c_000000000837-x', 1, 1097, 281, 1377, 100.0]]	0	0
190	7	pCAMPY80	[9]	False	1.0	True	True	[['pCAMPY80-c_000000000056-x', 6171, 6320, 1, 150, 100.0]]	('pCAMPY80-c_000000000056-x',)	True	[['pCAMPY80-c_000000000056-x', 6715, 6083, 1, 633, 99.684]]			True	True	[['pCAMPY80-c_000000000056-x', 5989, 4886, 1, 1104, 99.819]]	[['pCAMPY80-c_000000000056-x', 8013, 6702, 66, 1377, 99.848]]	True	[['pCAMPY80-c_000000000056-x', 6715, 6083, 1, 633, 99.684]]			True	True	[['pCAMPY80-c_000000000056-x', 5989, 4886, 1, 1104, 99.819]]	[['pCAMPY80-c_000000000056-x', 8013, 6702, 66, 1377, 99.848]]	0	0
191	7	crofts_1R	[9]	False	1.0	True	True	[['crofts_1R-c_000000000005-x', 57489, 57340, 1, 150, 100.0]]	('crofts_1R-c_000000000005-x',)	True	[['crofts_1R-c_000000000005-x', 56945, 57577, 1, 633, 100.0]]			True	True	[['crofts_1R-c_000000000005-x', 57671, 58774, 1, 1104, 100.0]]	[['crofts_1R-c_000000000005-x', 55582, 56958, 1, 1377, 100.0]]	True	[['crofts_1R-c_000000000005-x', 56945, 57577, 1, 633, 100.0]]			True	True	[['crofts_1R-c_000000000005-x', 57671, 58774, 1, 1104, 100.0]]	[['crofts_1R-c_000000000005-x', 55582, 56958, 1, 1377, 100.0]]	0	0
192	7	crofts_8R2	[9]	False	1.0	True	True	[['crofts_8R2-c_000000000005-x', 57489, 57340, 1, 150, 100.0]]	('crofts_8R2-c_000000000005-x',)	True	[['crofts_8R2-c_000000000005-x', 56945, 57577, 1, 633, 100.0]]			True	True	[['crofts_8R2-c_000000000005-x', 57671, 58774, 1, 1104, 100.0]]	[['crofts_8R2-c_000000000005-x', 55582, 56958, 1, 1377, 100.0]]	True	[['crofts_8R2-c_000000000005-x', 56945, 57577, 1, 633, 100.0]]			True	True	[['crofts_8R2-c_000000000005-x', 57671, 58774, 1, 1104, 100.0]]	[['crofts_8R2-c_000000000005-x', 55582, 56958, 1, 1377, 100.0]]	0	0
193	7	crofts_4D1	[9]	False	2.0	True	True	[['crofts_4D1-c_000000000181-x', 93761, 93910, 1, 150, 100.0], ['crofts_4D1-c_000000000005-x', 93761, 93910, 1, 150, 100.0]]	('crofts_4D1-c_000000000005-x', 'crofts_4D1-c_000000000181-x')	True	[['crofts_4D1-c_000000000181-x', 94305, 93673, 1, 633, 100.0], ['crofts_4D1-c_000000000005-x', 94305, 93673, 1, 633, 100.0]]			True	True	[['crofts_4D1-c_000000000181-x', 93579, 92476, 1, 1104, 100.0], ['crofts_4D1-c_000000000005-x', 93579, 92476, 1, 1104, 100.0]]	[['crofts_4D1-c_000000000181-x', 95668, 94292, 1, 1377, 100.0], ['crofts_4D1-c_000000000005-x', 95668, 94292, 1, 1377, 100.0]]	True	[['crofts_4D1-c_000000000181-x', 94305, 93673, 1, 633, 100.0], ['crofts_4D1-c_000000000005-x', 94305, 93673, 1, 633, 100.0]]			True	True	[['crofts_4D1-c_000000000181-x', 93579, 92476, 1, 1104, 100.0], ['crofts_4D1-c_000000000005-x', 93579, 92476, 1, 1104, 100.0]]	[['crofts_4D1-c_000000000181-x', 95668, 94292, 1, 1377, 100.0], ['crofts_4D1-c_000000000005-x', 95668, 94292, 1, 1377, 100.0]]	0	0
194	7	crofts_31R	[9]	False	1.0	False	True	[['crofts_31R-c_000000000005-x', 93760, 93910, 1, 150, 99.338]]	('crofts_31R-c_000000000005-x',)	True	[['crofts_31R-c_000000000005-x', 94305, 93672, 1, 633, 99.84200000000001]]			True	True	[['crofts_31R-c_000000000005-x', 93578, 92475, 1, 1104, 100.0]]	[['crofts_31R-c_000000000005-x', 95668, 94292, 1, 1377, 100.0]]	True	[['crofts_31R-c_000000000005-x', 94305, 93672, 1, 633, 99.84200000000001]]			True	True	[['crofts_31R-c_000000000005-x', 93578, 92475, 1, 1104, 100.0]]	[['crofts_31R-c_000000000005-x', 95668, 94292, 1, 1377, 100.0]]	0	0
195	7	CAMPY82_spr11	[9]	False	1.0	False	True	[['CAMPY82_spr11-c_000000000296-x', 1959, 1810, 1, 150, 98.667]]	('CAMPY82_spr11-c_000000000296-x',)	True	[['CAMPY82_spr11-c_000000000296-x', 1415, 2047, 1, 633, 99.368]]			True	True	[['CAMPY82_spr11-c_000000000045-x', 51, 1154, 1, 1104, 99.819]]	[['CAMPY82_spr11-c_000000000296-x', 52, 1428, 1, 1377, 99.78200000000001]]	True	[['CAMPY82_spr11-c_000000000296-x', 1415, 2047, 1, 633, 99.368]]			True	True	[['CAMPY82_spr11-c_000000000045-x', 51, 1154, 1, 1104, 99.819]]	[['CAMPY82_spr11-c_000000000296-x', 52, 1428, 1, 1377, 99.78200000000001]]	0	0
196	7	pCAMPY22	[9]	False	1.0	True	True	[['pCAMPY22-c_000000000042-x', 6160, 6309, 1, 150, 100.0]]	('pCAMPY22-c_000000000042-x',)	True	[['pCAMPY22-c_000000000042-x', 6390, 6072, 315, 633, 99.06]]			True	True	[['pCAMPY22-c_000000000042-x', 5978, 4875, 1, 1104, 99.819]]	[['pCAMPY22-c_000000000384-x', 1, 960, 418, 1377, 100.0]]	True	[['pCAMPY22-c_000000000042-x', 6390, 6072, 315, 633, 99.06]]			True	True	[['pCAMPY22-c_000000000042-x', 5978, 4875, 1, 1104, 99.819]]	[['pCAMPY22-c_000000000384-x', 1, 960, 418, 1377, 100.0]]	0	0
197	7	crofts_innoc	[9]	False	1.0	True	True	[['crofts_innoc-c_000000000005-x', 57489, 57340, 1, 150, 100.0]]	('crofts_innoc-c_000000000005-x',)	True	[['crofts_innoc-c_000000000005-x', 56945, 57577, 1, 633, 100.0]]			True	True	[['crofts_innoc-c_000000000005-x', 57671, 58774, 1, 1104, 100.0]]	[['crofts_innoc-c_000000000005-x', 55582, 56958, 1, 1377, 100.0]]	True	[['crofts_innoc-c_000000000005-x', 56945, 57577, 1, 633, 100.0]]			True	True	[['crofts_innoc-c_000000000005-x', 57671, 58774, 1, 1104, 100.0]]	[['crofts_innoc-c_000000000005-x', 55582, 56958, 1, 1377, 100.0]]	0	0
198	7	CAMPY10	[9]	False			False			False	[]			True	True	[['CAMPY10-c_000000000078-x', 4258, 3155, 1, 1104, 97.28299999999999]]	[['CAMPY10-c_000000000530-x', 876, 42, 226, 1060, 90.06]]	False	[]			True	True	[['CAMPY10-c_000000000078-x', 4258, 3155, 1, 1104, 97.28299999999999]]	[['CAMPY10-c_000000000530-x', 876, 42, 226, 1060, 90.06]]	0	0
199	7	CAMPY41_S20	[9]	False	1.0	True	True	[['CAMPY41_S20-c_000000000053-x', 8656, 8803, 3, 150, 100.0]]	('CAMPY41_S20-c_000000000053-x',)	True	[['CAMPY41_S20-c_000000000053-x', 9198, 8566, 1, 633, 99.684]]			True	True	[['CAMPY41_S20-c_000000000053-x', 8472, 7369, 1, 1104, 98.279]]	[['CAMPY41_S20-c_000000000053-x', 10266, 9185, 296, 1377, 99.16799999999999]]	True	[['CAMPY41_S20-c_000000000053-x', 9198, 8566, 1, 633, 99.684]]			True	True	[['CAMPY41_S20-c_000000000053-x', 8472, 7369, 1, 1104, 98.279]]	[['CAMPY41_S20-c_000000000053-x', 10266, 9185, 296, 1377, 99.16799999999999]]	0	0
200	7	CAMPY4_spr11	[9]	False	1.0	True	True	[['CAMPY4_spr11-c_000000000048-x', 1561, 1412, 1, 150, 100.0]]	('CAMPY4_spr11-c_000000000048-x',)	True	[['CAMPY4_spr11-c_000000000048-x', 1017, 1649, 1, 633, 100.0]]			True	True	[['CAMPY4_spr11-c_000000000048-x', 1743, 2846, 1, 1104, 99.90899999999999]]	[['CAMPY4_spr11-c_000000000048-x', 1, 1030, 348, 1377, 100.0]]	True	[['CAMPY4_spr11-c_000000000048-x', 1017, 1649, 1, 633, 100.0]]			True	True	[['CAMPY4_spr11-c_000000000048-x', 1743, 2846, 1, 1104, 99.90899999999999]]	[['CAMPY4_spr11-c_000000000048-x', 1, 1030, 348, 1377, 100.0]]	0	0
201	7	crofts_4R	[9]	False	1.0	False	True	[['crofts_4R-c_000000000005-x', 57488, 57340, 1, 150, 99.333]]	('crofts_4R-c_000000000005-x',)	True	[['crofts_4R-c_000000000005-x', 56945, 57576, 1, 633, 99.84200000000001]]			True	True	[['crofts_4R-c_000000000005-x', 57670, 58773, 1, 1104, 100.0]]	[['crofts_4R-c_000000000005-x', 55582, 56958, 1, 1377, 100.0]]	True	[['crofts_4R-c_000000000005-x', 56945, 57576, 1, 633, 99.84200000000001]]			True	True	[['crofts_4R-c_000000000005-x', 57670, 58773, 1, 1104, 100.0]]	[['crofts_4R-c_000000000005-x', 55582, 56958, 1, 1377, 100.0]]	0	0
202	7	CAMPY15_S7	[9]	False	1.0	True	True	[['CAMPY15_S7-c_000000000039-x', 379, 230, 1, 150, 100.0]]	('CAMPY15_S7-c_000000000039-x',)	True	[['CAMPY15_S7-c_000000000039-x', 1, 467, 167, 633, 100.0]]			True	False	[['CAMPY15_S7-c_000000000039-x', 561, 1664, 1, 1104, 99.90899999999999]]	[]	True	[['CAMPY15_S7-c_000000000039-x', 1, 467, 167, 633, 100.0]]			True	False	[['CAMPY15_S7-c_000000000039-x', 561, 1664, 1, 1104, 99.90899999999999]]	[]	0	0
203	7	crofts_8D3	[9]	False	2.0	True	True	[['crofts_8D3-c_000000005429-x', 57491, 57342, 1, 150, 100.0], ['crofts_8D3-c_000000000013-x', 57491, 57342, 1, 150, 100.0]]	('crofts_8D3-c_000000005429-x', 'crofts_8D3-c_000000000013-x')	True	[['crofts_8D3-c_000000005429-x', 56947, 57579, 1, 633, 100.0], ['crofts_8D3-c_000000000013-x', 56947, 57579, 1, 633, 100.0]]			True	True	[['crofts_8D3-c_000000005429-x', 57673, 58776, 1, 1104, 100.0], ['crofts_8D3-c_000000000013-x', 57673, 58776, 1, 1104, 100.0]]	[['crofts_8D3-c_000000005429-x', 55584, 56960, 1, 1377, 100.0], ['crofts_8D3-c_000000000013-x', 55584, 56960, 1, 1377, 100.0]]	True	[['crofts_8D3-c_000000005429-x', 56947, 57579, 1, 633, 100.0], ['crofts_8D3-c_000000000013-x', 56947, 57579, 1, 633, 100.0]]			True	True	[['crofts_8D3-c_000000005429-x', 57673, 58776, 1, 1104, 100.0], ['crofts_8D3-c_000000000013-x', 57673, 58776, 1, 1104, 100.0]]	[['crofts_8D3-c_000000005429-x', 55584, 56960, 1, 1377, 100.0], ['crofts_8D3-c_000000000013-x', 55584, 56960, 1, 1377, 100.0]]	0	0
204	7	CAMPY87_S44	[9]	False	1.0	False	True	[['CAMPY87_S44-c_000000000022-x', 11739, 11888, 1, 150, 98.667]]	('CAMPY87_S44-c_000000000022-x',)	True	[['CAMPY87_S44-c_000000000022-x', 12283, 11651, 1, 633, 99.368]]			True	True	[['CAMPY87_S44-c_000000000022-x', 11557, 10454, 1, 1104, 99.819]]	[['CAMPY87_S44-c_000000000022-x', 13646, 12270, 1, 1377, 99.78200000000001]]	True	[['CAMPY87_S44-c_000000000022-x', 12283, 11651, 1, 633, 99.368]]			True	True	[['CAMPY87_S44-c_000000000022-x', 11557, 10454, 1, 1104, 99.819]]	[['CAMPY87_S44-c_000000000022-x', 13646, 12270, 1, 1377, 99.78200000000001]]	0	0
205	7	crofts_1D2	[9]	False	1.0	True	True	[['crofts_1D2-c_000000000004-x', 57491, 57342, 1, 150, 100.0]]	('crofts_1D2-c_000000000004-x',)	True	[['crofts_1D2-c_000000000004-x', 56947, 57579, 1, 633, 100.0]]			True	True	[['crofts_1D2-c_000000000004-x', 57673, 58776, 1, 1104, 100.0]]	[['crofts_1D2-c_000000000004-x', 55584, 56960, 1, 1377, 100.0]]	True	[['crofts_1D2-c_000000000004-x', 56947, 57579, 1, 633, 100.0]]			True	True	[['crofts_1D2-c_000000000004-x', 57673, 58776, 1, 1104, 100.0]]	[['crofts_1D2-c_000000000004-x', 55584, 56960, 1, 1377, 100.0]]	0	0
206	7	crofts_8R1	[9]	False	1.0	True	True	[['crofts_8R1-c_000000000005-x', 57493, 57344, 1, 150, 100.0]]	('crofts_8R1-c_000000000005-x',)	True	[['crofts_8R1-c_000000000005-x', 56949, 57581, 1, 633, 100.0]]			True	True	[['crofts_8R1-c_000000000005-x', 57675, 58778, 1, 1104, 100.0]]	[['crofts_8R1-c_000000000005-x', 55586, 56962, 1, 1377, 100.0]]	True	[['crofts_8R1-c_000000000005-x', 56949, 57581, 1, 633, 100.0]]			True	True	[['crofts_8R1-c_000000000005-x', 57675, 58778, 1, 1104, 100.0]]	[['crofts_8R1-c_000000000005-x', 55586, 56962, 1, 1377, 100.0]]	0	0
207	7	CG8421	[9]	False	1.0	True	True	[['CG8421-NZ_CP005388-x', 335897, 336046, 1, 150, 100.0]]	('CG8421-NZ_CP005388-x',)	True	[['CG8421-NZ_CP005388-x', 336441, 335809, 1, 633, 100.0]]			True	True	[['CG8421-NZ_CP005388-x', 335715, 334612, 1, 1104, 100.0]]	[['CG8421-NZ_CP005388-x', 337804, 336428, 1, 1377, 100.0]]	True	[['CG8421-NZ_CP005388-x', 336441, 335809, 1, 633, 100.0]]			True	True	[['CG8421-NZ_CP005388-x', 335715, 334612, 1, 1104, 100.0]]	[['CG8421-NZ_CP005388-x', 337804, 336428, 1, 1377, 100.0]]	0	0
208	7	crofts_8D2	[9]	False	2.0	True	True	[['crofts_8D2-c_000000005895-x', 57491, 57342, 1, 150, 100.0], ['crofts_8D2-c_000000000017-x', 57491, 57342, 1, 150, 100.0]]	('crofts_8D2-c_000000005895-x', 'crofts_8D2-c_000000000017-x')	True	[['crofts_8D2-c_000000005895-x', 56947, 57579, 1, 633, 100.0], ['crofts_8D2-c_000000000017-x', 56947, 57579, 1, 633, 100.0]]			True	True	[['crofts_8D2-c_000000005895-x', 57673, 58776, 1, 1104, 100.0], ['crofts_8D2-c_000000000017-x', 57673, 58776, 1, 1104, 100.0]]	[['crofts_8D2-c_000000005895-x', 55584, 56960, 1, 1377, 100.0], ['crofts_8D2-c_000000000017-x', 55584, 56960, 1, 1377, 100.0]]	True	[['crofts_8D2-c_000000005895-x', 56947, 57579, 1, 633, 100.0], ['crofts_8D2-c_000000000017-x', 56947, 57579, 1, 633, 100.0]]			True	True	[['crofts_8D2-c_000000005895-x', 57673, 58776, 1, 1104, 100.0], ['crofts_8D2-c_000000000017-x', 57673, 58776, 1, 1104, 100.0]]	[['crofts_8D2-c_000000005895-x', 55584, 56960, 1, 1377, 100.0], ['crofts_8D2-c_000000000017-x', 55584, 56960, 1, 1377, 100.0]]	0	0
209	7	CAMPY28	[9]	False	1.0	False	True	[['CAMPY28-c_000000000008-x', 55737, 55589, 1, 149, 99.329]]	('CAMPY28-c_000000000008-x',)	True	[['CAMPY28-c_000000000008-x', 55193, 55825, 1, 633, 99.052]]			True	True	[['CAMPY28-c_000000000008-x', 55922, 57025, 1, 1104, 97.28299999999999]]	[['CAMPY28-c_000000000008-x', 53839, 55206, 10, 1377, 91.667]]	True	[['CAMPY28-c_000000000008-x', 55193, 55825, 1, 633, 99.052]]			True	True	[['CAMPY28-c_000000000008-x', 55922, 57025, 1, 1104, 97.28299999999999]]	[['CAMPY28-c_000000000008-x', 53839, 55206, 10, 1377, 91.667]]	0	0
210	7	crofts_9D2	[9]	False	1.0	True	True	[['crofts_9D2-c_000000000005-x', 57479, 57330, 1, 150, 100.0]]	('crofts_9D2-c_000000000005-x',)	True	[['crofts_9D2-c_000000000005-x', 56935, 57567, 1, 633, 100.0]]			True	True	[['crofts_9D2-c_000000000005-x', 57661, 58764, 1, 1104, 100.0]]	[['crofts_9D2-c_000000000005-x', 55572, 56948, 1, 1377, 100.0]]	True	[['crofts_9D2-c_000000000005-x', 56935, 57567, 1, 633, 100.0]]			True	True	[['crofts_9D2-c_000000000005-x', 57661, 58764, 1, 1104, 100.0]]	[['crofts_9D2-c_000000000005-x', 55572, 56948, 1, 1377, 100.0]]	0	0
211	7	CG8421_sim	[9]	False	1.0	True	True	[['CG8421_sim-c_000000000004-x', 95441, 95590, 1, 150, 100.0]]	('CG8421_sim-c_000000000004-x',)	True	[['CG8421_sim-c_000000000004-x', 95985, 95353, 1, 633, 100.0]]			True	True	[['CG8421_sim-c_000000000004-x', 95259, 94156, 1, 1104, 100.0]]	[['CG8421_sim-c_000000000004-x', 97348, 95972, 1, 1377, 100.0]]	True	[['CG8421_sim-c_000000000004-x', 95985, 95353, 1, 633, 100.0]]			True	True	[['CG8421_sim-c_000000000004-x', 95259, 94156, 1, 1104, 100.0]]	[['CG8421_sim-c_000000000004-x', 97348, 95972, 1, 1377, 100.0]]	0	0
212	7	CAMPY12_S6	[9]	False			False			False	[]			True	True	[['CAMPY12_S6-c_000000000045-x', 5773, 4670, 1, 1104, 99.366]]	[['CAMPY12_S6-c_000000000047-x', 1388, 12, 1, 1377, 99.855]]	False	[]			True	True	[['CAMPY12_S6-c_000000000045-x', 5773, 4670, 1, 1104, 99.366]]	[['CAMPY12_S6-c_000000000047-x', 1388, 12, 1, 1377, 99.855]]	0	0
213	7	crofts_9R	[9]	False	1.0	True	True	[['crofts_9R-c_000000000005-x', 93761, 93910, 1, 150, 100.0]]	('crofts_9R-c_000000000005-x',)	True	[['crofts_9R-c_000000000005-x', 94305, 93673, 1, 633, 100.0]]			True	True	[['crofts_9R-c_000000000005-x', 93579, 92476, 1, 1104, 100.0]]	[['crofts_9R-c_000000000005-x', 95668, 94292, 1, 1377, 100.0]]	True	[['crofts_9R-c_000000000005-x', 94305, 93673, 1, 633, 100.0]]			True	True	[['crofts_9R-c_000000000005-x', 93579, 92476, 1, 1104, 100.0]]	[['crofts_9R-c_000000000005-x', 95668, 94292, 1, 1377, 100.0]]	0	0
214	7	pCAMPY47	[9]	False	1.0	True	True	[['pCAMPY47-c_000000000032-x', 1956, 1809, 3, 150, 100.0]]	('pCAMPY47-c_000000000032-x',)	True	[['pCAMPY47-c_000000000032-x', 1414, 2046, 1, 633, 99.684]]			True	True	[['pCAMPY47-c_000000000032-x', 2140, 3243, 1, 1104, 98.279]]	[['pCAMPY47-c_000000000032-x', 124, 1427, 74, 1377, 99.23299999999999]]	True	[['pCAMPY47-c_000000000032-x', 1414, 2046, 1, 633, 99.684]]			True	True	[['pCAMPY47-c_000000000032-x', 2140, 3243, 1, 1104, 98.279]]	[['pCAMPY47-c_000000000032-x', 124, 1427, 74, 1377, 99.23299999999999]]	0	0
215	7	crofts_31D2	[9]	False	1.0	True	True	[['crofts_31D2-c_000000000005-x', 93761, 93910, 1, 150, 100.0]]	('crofts_31D2-c_000000000005-x',)	True	[['crofts_31D2-c_000000000005-x', 94305, 93673, 1, 633, 100.0]]			True	True	[['crofts_31D2-c_000000000005-x', 93579, 92476, 1, 1104, 100.0]]	[['crofts_31D2-c_000000000005-x', 95668, 94292, 1, 1377, 100.0]]	True	[['crofts_31D2-c_000000000005-x', 94305, 93673, 1, 633, 100.0]]			True	True	[['crofts_31D2-c_000000000005-x', 93579, 92476, 1, 1104, 100.0]]	[['crofts_31D2-c_000000000005-x', 95668, 94292, 1, 1377, 100.0]]	0	0
216	8	pCAMPY86	[10]	True	1.0	False	True	[['pCAMPY86-c_000000001631-x', 81, 1, 1, 81, 100.0]]	('pCAMPY86-c_000000001631-x',)	True	[['pCAMPY86-c_000000001631-x', 234, 28, 1, 207, 99.51700000000001]]	False	[]					True	[['pCAMPY86-c_000000001631-x', 234, 28, 1, 207, 99.51700000000001]]	False	[]					0	0
217	8	pCAMPY80	[10]	True	1.0	False	True	[['pCAMPY80-c_000000000140-x', 3974, 4056, 1, 83, 100.0]]	('pCAMPY80-c_000000000140-x',)	True	[['pCAMPY80-c_000000000140-x', 3821, 4027, 1, 207, 98.551]]	True	[['pCAMPY80-c_000000000026-x', 11744, 10612, 1, 1134, 99.647]]					True	[['pCAMPY80-c_000000000140-x', 3821, 4027, 1, 207, 98.551]]	True	[['pCAMPY80-c_000000000026-x', 11744, 10612, 1, 1134, 99.647]]					0	0
218	8	crofts_1R	[10]	True	1.0	True	True	[['crofts_1R-c_000000000002-x', 168733, 168584, 1, 150, 100.0]]	('crofts_1R-c_000000000002-x',)	True	[['crofts_1R-c_000000000002-x', 168886, 168680, 1, 207, 100.0]]	True	[['crofts_1R-c_000000000002-x', 168601, 167468, 1, 1134, 100.0]]					True	[['crofts_1R-c_000000000002-x', 168886, 168680, 1, 207, 100.0]]	True	[['crofts_1R-c_000000000002-x', 168601, 167468, 1, 1134, 100.0]]					0	0
219	8	crofts_8R2	[10]	True	1.0	False	True	[['crofts_8R2-c_000000000002-x', 168735, 168585, 1, 150, 99.338]]	('crofts_8R2-c_000000000002-x',)	True	[['crofts_8R2-c_000000000002-x', 168888, 168682, 1, 207, 100.0]]	True	[['crofts_8R2-c_000000000002-x', 168602, 167469, 1, 1134, 100.0]]					True	[['crofts_8R2-c_000000000002-x', 168888, 168682, 1, 207, 100.0]]	True	[['crofts_8R2-c_000000000002-x', 168602, 167469, 1, 1134, 100.0]]					0	0
220	8	crofts_4D1	[10]	True	2.0	True	True	[['crofts_4D1-c_000000000178-x', 168734, 168585, 1, 150, 100.0], ['crofts_4D1-c_000000000002-x', 168734, 168585, 1, 150, 100.0]]	('crofts_4D1-c_000000000002-x', 'crofts_4D1-c_000000000178-x')	True	[['crofts_4D1-c_000000000178-x', 168887, 168681, 1, 207, 100.0], ['crofts_4D1-c_000000000002-x', 168887, 168681, 1, 207, 100.0]]	True	[['crofts_4D1-c_000000000178-x', 168602, 167469, 1, 1134, 100.0], ['crofts_4D1-c_000000000002-x', 168602, 167469, 1, 1134, 100.0]]					True	[['crofts_4D1-c_000000000178-x', 168887, 168681, 1, 207, 100.0], ['crofts_4D1-c_000000000002-x', 168887, 168681, 1, 207, 100.0]]	True	[['crofts_4D1-c_000000000178-x', 168602, 167469, 1, 1134, 100.0], ['crofts_4D1-c_000000000002-x', 168602, 167469, 1, 1134, 100.0]]					0	0
221	8	crofts_31R	[10]	True	1.0	True	True	[['crofts_31R-c_000000000002-x', 168734, 168585, 1, 150, 100.0]]	('crofts_31R-c_000000000002-x',)	True	[['crofts_31R-c_000000000002-x', 168887, 168681, 1, 207, 100.0]]	True	[['crofts_31R-c_000000000002-x', 168602, 167469, 1, 1134, 100.0]]					True	[['crofts_31R-c_000000000002-x', 168887, 168681, 1, 207, 100.0]]	True	[['crofts_31R-c_000000000002-x', 168602, 167469, 1, 1134, 100.0]]					0	0
222	8	CAMPY82_spr11	[10]	True	1.0	False	True	[['CAMPY82_spr11-c_000000000144-x', 1983, 1836, 3, 150, 97.973]]	('CAMPY82_spr11-c_000000000144-x',)	True	[['CAMPY82_spr11-c_000000000144-x', 2138, 1932, 1, 207, 98.551]]	True	[['CAMPY82_spr11-c_000000000144-x', 1853, 721, 1, 1134, 99.383]]					True	[['CAMPY82_spr11-c_000000000144-x', 2138, 1932, 1, 207, 98.551]]	True	[['CAMPY82_spr11-c_000000000144-x', 1853, 721, 1, 1134, 99.383]]					0	0
223	8	pCAMPY22	[10]	True	1.0	True	True	[['pCAMPY22-c_000000000136-x', 3257, 3406, 1, 150, 100.0]]	('pCAMPY22-c_000000000136-x',)	True	[['pCAMPY22-c_000000000136-x', 3104, 3310, 1, 207, 98.551]]	True	[['pCAMPY22-c_000000000013-x', 10222, 9523, 434, 1134, 99.715]]					True	[['pCAMPY22-c_000000000136-x', 3104, 3310, 1, 207, 98.551]]	True	[['pCAMPY22-c_000000000013-x', 10222, 9523, 434, 1134, 99.715]]					0	0
224	8	crofts_innoc	[10]	True	1.0	True	True	[['crofts_innoc-c_000000000002-x', 118190, 118339, 1, 150, 100.0]]	('crofts_innoc-c_000000000002-x',)	True	[['crofts_innoc-c_000000000002-x', 118037, 118243, 1, 207, 100.0]]	True	[['crofts_innoc-c_000000000002-x', 118322, 119455, 1, 1134, 100.0]]					True	[['crofts_innoc-c_000000000002-x', 118037, 118243, 1, 207, 100.0]]	True	[['crofts_innoc-c_000000000002-x', 118322, 119455, 1, 1134, 100.0]]					0	0
225	8	CAMPY10	[10]	True			False			False	[]	False	[]					False	[]	False	[]					0	0
226	8	CAMPY41_S20	[10]	True	1.0	False	True	[['CAMPY41_S20-c_000000000004-x', 8689, 8802, 1, 111, 95.61399999999999]]	('CAMPY41_S20-c_000000000004-x',)	True	[['CAMPY41_S20-c_000000000004-x', 8536, 8742, 1, 207, 97.585]]	False	[]					True	[['CAMPY41_S20-c_000000000004-x', 8536, 8742, 1, 207, 97.585]]	False	[]					0	0
227	8	CAMPY4_spr11	[10]	True	1.0	False	True	[['CAMPY4_spr11-c_000000000552-x', 590, 683, 1, 95, 95.789]]	('CAMPY4_spr11-c_000000000552-x',)	True	[['CAMPY4_spr11-c_000000000552-x', 437, 643, 1, 207, 98.068]]	False	[]					True	[['CAMPY4_spr11-c_000000000552-x', 437, 643, 1, 207, 98.068]]	False	[]					0	0
228	8	crofts_4R	[10]	True	1.0	True	True	[['crofts_4R-c_000000000002-x', 168735, 168586, 1, 150, 100.0]]	('crofts_4R-c_000000000002-x',)	True	[['crofts_4R-c_000000000002-x', 168888, 168682, 1, 207, 100.0]]	True	[['crofts_4R-c_000000000002-x', 168603, 167470, 1, 1134, 100.0]]					True	[['crofts_4R-c_000000000002-x', 168888, 168682, 1, 207, 100.0]]	True	[['crofts_4R-c_000000000002-x', 168603, 167470, 1, 1134, 100.0]]					0	0
229	8	CAMPY15_S7	[10]	True	1.0	False	True	[['CAMPY15_S7-c_000000000016-x', 5745, 5857, 1, 111, 92.92]]	('CAMPY15_S7-c_000000000016-x',)	True	[['CAMPY15_S7-c_000000000016-x', 5592, 5798, 1, 207, 97.585]]	False	[]					True	[['CAMPY15_S7-c_000000000016-x', 5592, 5798, 1, 207, 97.585]]	False	[]					0	0
